YearID	TeamID	LeagueID	PlayerID	POS	Salary	yearID	teamID	lgID	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	OBP	SLG	DumbC	DumbI
2004	ANA	AL	erstada01	OF	7750000	2003	ANA	AL	67	258	35	65	7	1	4	17	9	1	18	40	1	4	2	2	8	0.306	0.333	0	0
2004	DET	AL	youngdm01	OF	7750000	2003	DET	AL	155	562	78	167	34	7	29	85	2	1	58	130	16	11	0	4	16	0.372	0.537	0	0
2003	SEA	AL	olerujo01	1B	7700000	2002	SEA	AL	154	553	85	166	39	0	22	102	0	0	98	66	6	5	0	12	19	0.403	0.490	0	0
2004	SEA	AL	olerujo01	1B	7700000	2003	SEA	AL	152	539	64	145	35	0	10	83	0	1	84	67	7	6	2	3	20	0.371	0.390	0	0
2003	SLN	NL	rolensc01	3B	7625000	2002	PHI	NL	100	375	52	97	21	4	17	66	5	2	52	68	2	8	0	3	12	0.358	0.472	0	1
2001	LAN	NL	karroer01	1B	7500000	2000	LAN	NL	155	584	84	146	29	0	31	106	4	3	63	122	2	4	0	12	18	0.321	0.459	0	0
2003	SLN	NL	martiti02	1B	7500000	2002	SLN	NL	150	511	63	134	25	1	21	75	3	2	58	71	9	2	1	4	12	0.337	0.438	0	0
2004	TBA	AL	martiti02	1B	7500000	2003	SLN	NL	138	476	66	130	25	2	15	69	1	1	53	71	7	9	2	7	14	0.351	0.429	0	0
2003	HOU	NL	kentje01	2B	7500000	2002	SFN	NL	152	623	102	195	42	2	37	108	5	1	52	101	3	4	0	3	20	0.368	0.565	0	1
2001	DET	AL	palmede01	3B	7500000	2000	DET	AL	145	524	73	134	22	2	29	102	4	2	66	146	2	4	0	10	9	0.338	0.471	0	1
2004	PHI	NL	liebemi01	C	7500000	2003	PHI	NL	131	508	68	159	30	1	13	81	0	0	38	59	2	12	0	3	14	0.373	0.453	1	0
2002	MIL	NL	hammoje01	OF	7500000	2001	MIL	NL	49	174	20	43	11	1	6	21	5	3	14	42	1	4	0	2	2	0.314	0.425	0	0
2003	BOS	AL	damonjo01	OF	7500000	2002	BOS	AL	154	623	118	178	34	11	14	63	31	6	65	70	5	6	3	5	4	0.355	0.443	0	0
2003	SEA	AL	camermi01	OF	7416667	2002	SEA	AL	158	545	84	130	26	5	25	80	31	8	79	176	3	7	4	5	8	0.338	0.442	0	0
2001	BOS	AL	evereca01	OF	7333333	2000	BOS	AL	137	496	82	149	32	4	34	108	11	4	52	113	5	8	0	5	4	0.373	0.587	0	0
2001	PIT	NL	gilesbr02	OF	7333333	2000	PIT	NL	156	559	111	176	37	7	35	123	6	0	114	69	13	7	0	8	15	0.432	0.594	0	0
2002	SLN	NL	edmonji01	OF	7333333	2001	SLN	NL	150	500	95	152	38	1	30	110	5	5	93	136	12	4	1	10	8	0.41	0.564	0	0
2002	CHN	NL	mcgrifr01	1B	7250000	2001	TBA	AL	97	343	40	109	18	0	19	61	1	1	40	69	9	0	0	2	7	0.387	0.536	0	0
2001	TBA	AL	castivi02	3B	7250000	2000	TBA	AL	85	331	22	73	9	1	6	42	1	2	14	41	3	3	0	6	9	0.254	0.308	0	1
2003	PHI	NL	liebemi01	C	7250000	2002	PHI	NL	130	476	46	133	29	2	15	52	0	1	38	58	2	14	0	2	16	0.349	0.443	1	0
2001	NYA	AL	oneilpa01	OF	7250000	2000	NYA	AL	142	566	79	160	26	0	18	100	14	9	51	90	2	0	0	11	17	0.336	0.424	0	0
2002	BOS	AL	damonjo01	OF	7250000	2001	OAK	AL	155	644	108	165	34	4	9	49	27	12	61	70	1	5	5	4	7	0.321	0.363	0	0
2003	ANA	AL	erstada01	OF	7250000	2002	ANA	AL	150	625	99	177	28	4	10	73	23	3	27	67	4	2	5	4	9	0.311	0.389	0	0
2004	CLE	AL	lawtoma02	OF	7250000	2003	CLE	AL	99	374	57	93	19	0	15	53	10	3	47	47	0	7	0	1	8	0.343	0.420	0	0
2001	BOS	AL	garcino01	SS	7250000	2000	BOS	AL	140	529	104	197	51	3	21	96	5	2	61	50	20	2	0	7	8	0.434	0.599	0	1
2003	ANA	AL	glaustr01	SS	7250000	2002	ANA	AL	156	569	99	142	24	1	30	111	10	3	88	144	4	6	0	8	12	0.352	0.453	0	1
2004	SLN	NL	renteed01	SS	7250000	2003	SLN	NL	157	587	96	194	47	1	13	100	34	7	65	54	12	1	3	7	21	0.392	0.480	0	1
2004	SFN	NL	durhara01	2B	7200000	2003	SFN	NL	110	410	61	117	30	5	8	33	7	7	50	82	2	3	4	2	4	0.362	0.441	0	1
2001	BAL	AL	anderbr01	OF	7200000	2000	BAL	AL	141	506	89	130	26	0	19	50	16	9	92	103	5	8	5	7	4	0.372	0.421	0	0
2002	OAK	AL	dyeje01	OF	7166667	2001	KCA	AL	97	367	50	100	14	0	13	47	7	1	30	68	3	6	1	6	2	0.332	0.417	0	0
2002	NYN	NL	burnije01	OF	7166667	2001	MIL	NL	154	562	104	141	32	4	34	100	0	4	80	150	9	5	0	4	8	0.347	0.504	0	0
2003	CLE	AL	burksel01	OF	7166667	2002	CLE	AL	138	518	92	156	28	0	32	91	2	3	44	108	3	6	1	1	13	0.361	0.541	0	0
2001	OAK	AL	damonjo01	OF	7100000	2000	KCA	AL	159	655	136	214	42	10	16	88	46	9	65	60	4	1	8	12	7	0.378	0.495	0	0
2002	SEA	AL	martied01	1B	7086668	2001	SEA	AL	132	470	80	144	40	1	23	116	4	1	93	90	9	9	0	9	11	0.423	0.543	0	0
2004	BAL	AL	seguida01	1B	7000000	2003	BAL	AL	67	224	26	59	10	1	5	25	1	0	26	47	2	1	0	1	8	0.341	0.384	0	0
2004	MON	NL	vidrojo01	2B	7000000	2003	MON	NL	144	509	77	158	36	0	15	65	3	2	69	50	6	7	2	5	16	0.395	0.470	0	1
2002	NYA	AL	posadjo01	C	7000000	2001	NYA	AL	138	484	59	134	28	1	22	95	2	6	62	132	10	6	0	5	10	0.363	0.475	1	0
2003	COL	NL	johnsch04	C	7000000	2002	FLO	NL	83	244	18	53	19	0	6	36	0	0	31	61	7	0	1	4	10	0.3	0.369	1	0
2003	ATL	NL	lopezja01	C	7000000	2002	ATL	NL	109	347	31	81	15	0	11	52	0	1	26	63	8	8	0	4	15	0.299	0.372	1	0
2004	DET	AL	rodriiv01	C	7000000	2003	FLO	NL	144	511	90	152	36	3	16	85	10	6	55	92	6	6	1	5	18	0.369	0.474	1	0
2001	BAL	AL	seguida01	OF	7000000	2000	TEX	AL	93	351	52	118	29	1	11	57	0	1	34	51	1	0	0	4	12	0.391	0.519	0	0
2001	BOS	AL	bicheda01	OF	7000000	2000	CIN	NL	125	461	67	136	27	2	16	76	5	2	41	69	3	4	1	7	18	0.352	0.466	0	0
2002	OAK	AL	justida01	OF	7000000	2001	NYA	AL	111	381	58	92	16	1	18	51	1	2	54	83	5	0	0	4	6	0.333	0.430	0	0
2003	TEX	AL	greerru01	OF	7000000	2002	TEX	AL	51	199	24	59	9	2	1	17	1	0	19	17	0	0	0	1	5	0.356	0.377	0	0
2004	ARI	NL	finlest01	OF	7000000	2003	ARI	NL	147	516	82	148	24	10	22	70	15	8	57	94	4	6	0	3	6	0.363	0.500	0	0
2004	NYA	AL	matsuhi01	OF	7000000	2003	NYA	AL	163	623	82	179	42	1	16	106	2	2	63	86	5	3	0	6	25	0.353	0.435	0	0
2004	SLN	NL	pujolal01	OF	7000000	2003	SLN	NL	157	591	137	212	51	1	43	124	5	1	79	65	12	10	0	5	13	0.439	0.667	0	0
2004	SDN	NL	cirilje01	3B	6975000	2003	SEA	AL	87	258	24	53	11	0	2	23	1	1	24	32	1	5	4	2	6	0.28	0.271	0	1
2002	SEA	AL	olerujo01	1B	6950000	2001	SEA	AL	159	572	91	173	32	1	21	95	3	1	94	70	19	5	1	7	21	0.401	0.472	0	0
2004	BOS	AL	varitja01	C	6900000	2003	BOS	AL	142	451	63	123	31	1	25	85	3	2	51	106	8	7	5	7	10	0.347	0.512	1	0
2002	LAN	NL	karroer01	1B	6875000	2001	LAN	NL	121	438	42	103	22	0	15	63	3	1	41	101	2	3	0	3	15	0.303	0.388	0	0
2003	SFN	NL	snowjt01	1B	6850000	2002	SFN	NL	143	422	47	104	26	2	6	53	0	0	59	90	5	7	0	6	11	0.344	0.360	0	0
2001	NYN	NL	zeileto01	1B	6833333	2000	NYN	NL	153	544	67	146	36	3	22	79	3	4	74	85	4	2	0	3	15	0.356	0.467	0	0
2002	COL	NL	zeileto01	1B	6833333	2001	NYN	NL	151	531	66	141	25	1	10	62	1	0	73	102	3	6	0	2	15	0.359	0.373	0	0
2004	CIN	NL	caseyse01	1B	6800000	2003	CIN	NL	147	573	71	167	19	3	14	80	4	0	51	58	4	2	0	3	19	0.35	0.408	0	0
2002	TEX	AL	greerru01	OF	6800000	2001	TEX	AL	62	245	38	67	23	0	7	29	1	2	27	32	1	1	1	5	5	0.341	0.453	0	0
2002	BAL	AL	seguida01	1B	6762895	2001	BAL	AL	82	292	48	88	18	1	10	46	1	1	49	61	5	4	0	2	4	0.406	0.473	0	0
2001	BOS	AL	offerjo01	2B	6750000	2000	BOS	AL	116	451	73	115	14	3	9	41	0	8	70	70	0	1	2	3	9	0.353	0.359	0	1
2002	BOS	AL	offerjo01	2B	6750000	2001	BOS	AL	128	524	76	140	23	3	9	49	5	2	61	97	2	1	3	5	9	0.34	0.374	0	1
2003	CLE	AL	lawtoma02	OF	6750000	2002	CLE	AL	114	416	71	98	19	2	15	57	8	9	59	34	0	8	1	0	13	0.341	0.399	0	0
2003	DET	AL	youngdm01	OF	6750000	2002	DET	AL	54	201	25	57	14	0	7	27	2	0	12	39	5	2	0	1	12	0.329	0.458	0	0
2003	SEA	AL	cirilje01	3B	6725000	2002	SEA	AL	146	485	51	121	20	0	6	54	8	4	31	67	0	9	13	9	12	0.294	0.328	0	1
2001	SEA	AL	olerujo01	1B	6700000	2000	SEA	AL	159	565	84	161	45	0	14	103	0	2	102	96	11	4	2	10	17	0.391	0.439	0	0
2002	CLE	AL	burksel01	OF	6666667	2001	CLE	AL	124	439	83	123	29	1	28	74	5	1	62	85	2	5	0	9	16	0.369	0.542	0	0
2003	PIT	NL	youngke01	1B	6625000	2002	PIT	NL	146	468	60	115	26	1	16	51	4	6	50	101	2	4	0	3	13	0.322	0.408	0	0
2002	LAN	NL	jordabr01	OF	6600000	2001	ATL	NL	148	560	82	165	32	3	25	97	3	2	31	88	3	6	0	8	18	0.334	0.496	0	0
2002	PIT	NL	kendaja01	OF	6571429	2001	PIT	NL	157	606	84	161	22	2	10	53	13	14	44	48	4	20	0	2	18	0.335	0.358	0	0
2001	TBA	AL	mcgrifr01	1B	6500000	2000	TBA	AL	158	566	82	157	18	0	27	106	2	0	91	120	10	0	0	7	16	0.373	0.452	0	0
2001	HOU	NL	bagweje01	1B	6500000	2000	HOU	NL	159	590	152	183	37	1	47	132	9	6	107	116	11	15	0	7	19	0.424	0.615	0	0
2003	MON	NL	tatisfe01	3B	6500000	2002	MON	NL	114	381	43	87	18	1	15	55	2	2	35	90	1	8	1	5	15	0.302	0.399	0	1
2004	SFN	NL	alfoned01	3B	6500000	2003	SFN	NL	142	514	56	133	25	2	13	81	5	2	58	41	4	4	3	7	14	0.333	0.391	0	1
2004	FLO	NL	lowelmi01	3B	6500000	2003	FLO	NL	130	492	76	136	27	1	32	105	3	1	56	78	6	3	0	6	14	0.35	0.530	0	1
2002	CHN	NL	hundlto01	C	6500000	2001	CHN	NL	79	246	23	46	10	0	12	31	0	0	25	89	0	3	0	2	7	0.268	0.374	1	0
2003	LAN	NL	hundlto01	C	6500000	2002	CHN	NL	92	266	32	56	8	0	16	35	0	0	32	80	3	3	1	1	6	0.3	0.421	1	0
2001	MIL	NL	hammoje01	OF	6500000	2000	COL	NL	122	454	94	152	24	2	20	106	14	7	44	83	4	5	2	6	11	0.393	0.529	0	0
2001	ANA	AL	salmoti01	OF	6500000	2000	ANA	AL	158	568	108	165	36	2	34	97	0	2	104	139	5	6	0	2	14	0.404	0.540	0	0
2002	FLO	NL	floydcl01	OF	6500000	2001	FLO	NL	149	555	123	176	44	4	31	103	18	3	59	101	19	10	0	5	9	0.39	0.578	0	0
2002	CHA	AL	ordonma01	OF	6500000	2001	CHA	AL	160	593	97	181	40	1	31	113	25	7	70	70	7	5	0	3	14	0.382	0.533	0	0
2003	NYN	NL	floydcl01	OF	6500000	2002	FLO	NL	84	296	49	85	20	0	18	57	10	5	58	68	18	7	0	1	0	0.414	0.537	0	0
2003	COL	NL	wilsopr01	OF	6500000	2002	FLO	NL	141	510	80	124	22	2	23	65	20	11	58	140	3	9	2	3	17	0.328	0.429	0	0
2004	HOU	NL	berkmla01	OF	6500000	2003	HOU	NL	153	538	110	155	35	6	25	93	5	3	107	108	13	9	1	3	10	0.412	0.515	0	0
2004	NYN	NL	floydcl01	OF	6500000	2003	NYN	NL	108	365	57	106	25	2	18	68	3	0	51	66	2	3	0	6	10	0.376	0.518	0	0
2004	MIN	AL	hunteto01	OF	6500000	2003	MIN	AL	154	581	83	145	31	4	26	102	6	7	50	106	7	5	0	6	15	0.312	0.451	0	0
2004	CHA	AL	leeca01	OF	6500000	2003	CHA	AL	158	623	100	181	35	1	31	113	18	4	37	91	2	4	0	7	20	0.331	0.499	0	0
2004	SEA	AL	suzukic01	OF	6500000	2003	SEA	AL	159	679	111	212	29	8	13	62	34	8	36	69	7	6	3	1	3	0.35	0.436	0	0
2003	TBA	AL	ordonre01	SS	6500000	2002	NYN	NL	144	460	53	117	25	2	1	42	2	2	24	46	11	2	9	4	19	0.287	0.324	0	1
2003	SLN	NL	renteed01	SS	6500000	2002	SLN	NL	152	544	77	166	36	2	11	83	22	7	49	57	7	4	7	5	17	0.36	0.439	0	1
2003	BAL	AL	batisto01	3B	6400000	2002	BAL	AL	161	615	90	150	36	1	31	87	5	4	50	107	9	11	0	6	13	0.309	0.457	0	1
2002	SEA	AL	cirilje01	3B	6375000	2001	COL	NL	138	528	72	165	26	4	17	83	12	2	43	63	6	5	1	9	15	0.363	0.473	0	1
2001	PHI	NL	liebemi01	C	6333333	2000	PHI	NL	108	389	55	108	30	0	15	71	2	0	40	53	3	6	0	3	12	0.352	0.470	1	0
2001	SLN	NL	edmonji01	OF	6333333	2000	SLN	NL	152	525	129	155	25	0	42	108	10	3	103	167	3	6	1	8	5	0.411	0.583	0	0
2002	PHI	NL	abreubo01	OF	6333333	2001	PHI	NL	162	588	118	170	48	4	31	110	36	14	106	137	11	1	0	9	13	0.393	0.543	0	0
2001	NYA	AL	martiti02	1B	6300000	2000	NYA	AL	155	569	69	147	37	4	16	91	4	1	52	74	9	8	0	3	16	0.328	0.422	0	0
2002	CHA	AL	durhara01	2B	6300000	2001	CHA	AL	152	611	104	163	42	10	20	65	23	10	64	110	3	4	6	6	10	0.334	0.466	0	1
2001	BAL	AL	ripkeca01	3B	6300000	2000	BAL	AL	83	309	43	79	16	0	15	56	0	0	23	37	0	3	0	4	10	0.31	0.453	0	1
2003	CHA	AL	konerpa01	1B	6250000	2002	CHA	AL	151	570	81	173	30	0	27	104	0	0	44	72	2	9	0	7	17	0.359	0.498	0	0
2002	DET	AL	easleda01	2B	6250000	2001	DET	AL	154	585	77	146	27	7	11	65	10	5	52	90	3	13	4	4	10	0.321	0.376	0	1
2001	BOS	AL	lansimi01	3B	6250000	2000	COL	NL	90	365	62	94	14	6	11	47	8	2	31	49	1	0	3	1	13	0.313	0.419	0	1
2002	ANA	AL	erstada01	OF	6250000	2001	ANA	AL	157	631	89	163	35	1	9	63	24	10	62	113	7	10	1	7	8	0.331	0.360	0	0
2002	NYN	NL	ordonre01	SS	6250000	2001	NYN	NL	149	461	31	114	24	4	3	44	3	2	34	43	17	1	7	2	17	0.295	0.336	0	1
2003	SFN	NL	aurilri01	SS	6250000	2002	SFN	NL	133	538	76	138	35	2	15	61	1	2	37	90	0	4	3	7	15	0.304	0.413	0	1
2002	NYN	NL	alfoned01	2B	6200000	2001	NYN	NL	124	457	64	111	22	0	17	49	5	0	51	62	0	5	1	5	7	0.322	0.403	0	1
2003	TOR	AL	stewash01	OF	6200000	2002	TOR	AL	141	577	103	175	38	6	10	45	14	2	54	60	2	9	0	1	17	0.371	0.442	0	0
2004	ANA	AL	anderga01	OF	6200000	2003	ANA	AL	159	638	80	201	49	4	29	116	6	3	31	83	10	0	0	4	15	0.345	0.541	0	0
2004	CHN	NL	leede02	1B	6166667	2003	FLO	NL	155	539	91	146	31	2	31	92	21	8	88	131	7	10	0	6	9	0.379	0.508	0	0
2001	PIT	NL	youngke01	1B	6125000	2000	PIT	NL	132	496	77	128	27	0	20	88	8	3	32	96	1	8	0	5	15	0.311	0.433	0	0
2001	TEX	AL	galaran01	1B	6000000	2000	ATL	NL	141	494	67	149	25	1	28	100	3	5	36	126	5	17	0	1	15	0.369	0.526	0	0
2002	SDN	NL	kleskry01	1B	6000000	2001	SDN	NL	146	538	105	154	34	6	30	113	23	4	88	89	7	3	0	9	16	0.384	0.539	0	0
2004	SDN	NL	kleskry01	1B	6000000	2003	SDN	NL	121	397	47	100	18	0	21	67	2	5	65	83	5	3	0	9	11	0.354	0.456	0	0
2004	CHA	AL	thomafr04	1B	6000000	2003	CHA	AL	153	546	87	146	35	0	42	105	0	0	100	115	4	12	0	4	11	0.39	0.562	0	0
2001	NYA	AL	knoblch01	2B	6000000	2000	NYA	AL	102	400	75	113	22	2	5	26	15	7	46	45	0	8	1	2	6	0.365	0.385	0	1
2001	SFN	NL	kentje01	2B	6000000	2000	SFN	NL	159	587	114	196	41	7	33	125	12	9	90	107	6	9	0	9	17	0.424	0.596	0	1
2002	SFN	NL	kentje01	2B	6000000	2001	SFN	NL	159	607	84	181	49	6	22	106	7	6	65	96	4	11	0	13	11	0.369	0.507	0	1
2004	CHN	NL	ramirar01	3B	6000000	2003	PIT	NL	96	375	44	105	25	1	12	67	1	1	25	68	3	7	0	8	17	0.33	0.448	0	1
2002	ATL	NL	lopezja01	C	6000000	2001	ATL	NL	128	438	45	117	16	1	17	66	1	0	28	82	3	10	1	5	12	0.322	0.425	1	0
2004	BAL	AL	lopezja01	C	6000000	2003	ATL	NL	129	457	89	150	29	3	43	109	0	1	33	90	5	4	0	1	10	0.378	0.687	1	0
2001	MON	NL	guerrvl01	OF	6000000	2000	MON	NL	154	571	101	197	28	11	44	123	9	10	58	74	23	8	0	4	15	0.41	0.664	0	0
2002	CHN	NL	aloumo01	OF	6000000	2001	HOU	NL	136	513	79	170	31	1	27	108	5	1	57	57	14	3	0	8	18	0.396	0.554	0	0
2003	KCA	AL	beltrca01	OF	6000000	2002	KCA	AL	162	637	114	174	44	7	29	105	35	7	71	135	1	4	3	7	12	0.345	0.501	0	0
2002	SLN	NL	renteed01	SS	6000000	2001	SLN	NL	141	493	54	128	19	3	10	57	17	4	39	73	4	3	8	6	15	0.31	0.371	0	1
2003	ARI	NL	womacto01	SS	6000000	2002	ARI	NL	153	590	90	160	23	5	5	57	29	12	46	80	2	4	6	6	9	0.322	0.353	0	1
2004	MON	NL	cabreor01	SS	6000000	2003	MON	NL	162	626	95	186	47	2	17	80	24	2	52	64	3	1	3	9	18	0.346	0.460	0	1
2004	CLE	AL	vizquom01	SS	6000000	2003	CLE	AL	64	250	43	61	13	2	2	19	8	3	29	20	0	0	5	1	11	0.316	0.336	0	1
2002	SFN	NL	snowjt01	1B	5900000	2001	SFN	NL	101	285	43	70	12	1	8	34	0	0	55	81	10	4	0	4	2	0.371	0.379	0	0
2002	DET	AL	higgibo02	OF	5850000	2001	DET	AL	147	541	84	150	28	6	17	71	20	12	80	65	3	2	1	9	8	0.367	0.445	0	0
2002	CLE	AL	frymatr01	SS	5825000	2001	CLE	AL	98	334	34	88	15	0	3	38	1	2	30	63	1	3	0	3	8	0.327	0.335	0	1
2001	SFN	NL	snowjt01	1B	5750000	2000	SFN	NL	155	536	82	152	33	2	19	96	1	3	66	129	6	11	0	14	20	0.365	0.459	0	0
2002	SLN	NL	martiti02	1B	5750000	2001	NYA	AL	154	589	89	165	24	2	34	113	1	2	42	89	2	2	0	2	12	0.329	0.501	0	0
2001	NYN	NL	alfoned01	2B	5750000	2000	NYN	NL	150	544	109	176	40	2	25	94	3	2	95	70	1	5	0	6	12	0.425	0.542	0	1
2001	CLE	AL	frymatr01	3B	5750000	2000	CLE	AL	155	574	93	184	38	4	22	106	1	1	73	111	2	1	0	10	15	0.392	0.516	0	1
2001	SDN	NL	kleskry01	OF	5750000	2000	SDN	NL	145	494	88	140	33	2	26	92	23	7	91	81	9	1	0	4	10	0.393	0.516	0	0
2003	CHN	NL	gonzaal01	SS	5750000	2002	CHN	NL	142	513	58	127	27	5	18	61	5	3	46	136	7	3	4	2	11	0.31	0.425	0	1
2004	CHN	NL	gonzaal01	SS	5750000	2003	CHN	NL	152	536	71	122	37	0	20	59	3	3	47	123	1	6	8	4	17	0.291	0.409	0	1
2001	CLE	AL	burksel01	OF	5666667	2000	SFN	NL	122	393	74	135	21	5	24	96	5	1	56	49	5	1	0	8	10	0.419	0.606	0	0
2002	PIT	NL	youngke01	1B	5625000	2001	PIT	NL	142	449	53	104	33	0	14	65	15	11	42	119	3	11	0	5	17	0.31	0.399	0	0
2003	CIN	NL	caseyse01	1B	5600000	2002	CIN	NL	120	425	56	111	25	0	6	42	2	1	43	47	6	5	0	3	11	0.334	0.362	0	0
2001	MIL	NL	burnije01	OF	5512500	2000	MIL	NL	161	564	91	131	29	2	31	98	6	4	99	121	10	14	0	9	12	0.356	0.456	0	0
2001	SEA	AL	martied01	1B	5500000	2000	SEA	AL	153	556	100	180	31	0	37	145	3	0	96	95	8	5	0	8	13	0.423	0.579	0	0
2003	CHN	NL	grudzma01	2B	5500000	2002	LAN	NL	150	536	56	145	23	0	9	50	4	1	22	89	4	3	1	4	17	0.3	0.364	0	1
2003	MON	NL	vidrojo01	2B	5500000	2002	MON	NL	152	604	103	190	43	3	19	96	2	1	60	70	1	3	11	3	12	0.372	0.490	0	1
2001	PHI	NL	rolensc01	3B	5500000	2000	PHI	NL	128	483	88	144	32	6	26	89	8	1	51	99	9	5	0	2	4	0.37	0.551	0	1
2003	HOU	NL	ausmubr01	C	5500000	2002	HOU	NL	130	447	57	115	19	3	6	50	2	3	38	71	3	6	2	3	30	0.321	0.353	1	0
2001	FLO	NL	floydcl01	OF	5500000	2000	FLO	NL	121	420	75	126	30	0	22	91	24	3	50	82	5	8	0	9	4	0.378	0.529	0	0
2002	HOU	NL	hidalri01	OF	5500000	2001	HOU	NL	146	512	70	141	29	3	19	80	3	5	54	107	3	16	0	11	15	0.356	0.455	0	0
2002	DET	AL	youngdm01	OF	5500000	2001	CIN	NL	142	540	68	163	28	3	21	69	8	5	37	77	10	5	1	3	22	0.35	0.481	0	0
2003	TBA	AL	grievbe01	OF	5500000	2002	TBA	AL	136	482	62	121	30	0	19	64	8	2	69	121	5	8	0	2	15	0.353	0.432	0	0
2003	SDN	NL	kleskry01	OF	5500000	2002	SDN	NL	146	540	90	162	39	1	29	95	6	2	76	86	11	4	1	4	7	0.387	0.537	0	0
2003	SDN	NL	whitero02	OF	5500000	2002	NYA	AL	126	455	59	109	21	0	14	62	1	2	25	86	1	8	1	5	11	0.287	0.378	0	0
2004	OAK	AL	kotsama01	OF	5500000	2003	SDN	NL	128	482	64	128	28	4	7	38	6	3	56	82	3	1	1	1	8	0.342	0.384	0	0
2004	MIN	AL	stewash01	OF	5500000	2003	TOR	AL	71	303	47	89	22	2	7	35	1	2	27	30	2	2	0	8	6	0.347	0.449	0	0
2003	CLE	AL	vizquom01	SS	5500000	2002	CLE	AL	151	582	85	160	31	5	14	72	18	10	56	64	3	8	7	10	7	0.338	0.418	0	1
2004	TEX	AL	soriaal01	2B	5400000	2003	NYA	AL	156	682	114	198	36	5	38	91	35	8	38	130	7	12	0	2	8	0.338	0.525	0	1
2001	ARI	NL	finlest01	OF	5375000	2000	ARI	NL	152	539	100	151	27	5	35	96	12	6	65	87	7	8	2	9	9	0.36	0.544	0	0
2002	ARI	NL	finlest01	OF	5375000	2001	ARI	NL	140	495	66	136	27	4	14	73	11	7	47	67	9	1	2	3	8	0.336	0.430	0	0
2004	SLN	NL	cedenro01	OF	5375000	2003	NYN	NL	148	484	70	129	25	4	7	37	14	9	38	86	3	1	2	2	8	0.319	0.378	0	0
2003	ANA	AL	anderga01	OF	5350000	2002	ANA	AL	158	638	93	195	56	3	29	123	6	4	30	80	11	0	0	10	11	0.332	0.539	0	0
2003	SLN	NL	vinafe01	2B	5333333	2002	SLN	NL	150	622	75	168	29	5	1	54	17	11	44	36	2	18	1	7	11	0.332	0.338	0	1
2004	OAK	AL	chaveer01	3B	5325000	2003	OAK	AL	156	588	94	166	39	5	29	101	8	3	62	89	10	1	0	3	14	0.35	0.514	0	1
2001	DET	AL	higgibo02	OF	5325000	2000	DET	AL	154	597	104	179	44	4	30	102	15	3	74	99	6	2	2	3	5	0.376	0.538	0	0
2001	NYA	AL	brosisc01	OF	5250000	2000	NYA	AL	135	470	57	108	20	0	16	64	0	3	45	73	1	2	0	2	17	0.299	0.374	0	0
2001	HOU	NL	aloumo01	OF	5250000	2000	HOU	NL	126	454	82	161	28	2	30	114	3	3	52	45	4	2	0	9	21	0.416	0.623	0	0
2002	CLE	AL	lawtoma02	OF	5250000	2001	MIN	AL	103	376	71	110	25	0	10	51	19	6	63	46	6	3	0	2	14	0.396	0.439	0	0
2002	SFN	NL	aurilri01	SS	5250000	2001	SFN	NL	156	636	114	206	37	5	37	97	1	3	47	83	2	0	3	3	14	0.367	0.572	0	1
2003	SFN	NL	durhara01	2B	5200000	2002	CHA	AL	96	345	71	103	20	2	9	48	20	5	49	59	0	5	8	4	13	0.382	0.446	0	1
2003	MIL	NL	jenkige01	OF	5187500	2002	MIL	NL	67	243	35	59	17	1	10	29	1	2	22	60	1	6	0	1	8	0.32	0.444	0	0
2001	CHA	AL	valenjo03	SS	5166667	2000	CHA	AL	144	568	107	155	37	6	25	92	19	2	59	106	1	4	13	4	11	0.336	0.491	0	1
2003	MIL	NL	sexsori01	1B	5125000	2002	MIL	NL	157	570	86	159	37	2	29	102	0	0	70	136	7	8	0	4	17	0.363	0.504	0	0
2003	OAK	AL	tejadmi01	SS	5125000	2002	OAK	AL	162	662	108	204	30	0	34	131	7	2	38	84	3	11	0	4	21	0.354	0.508	0	1
2001	PIT	NL	kendaja01	C	5100000	2000	PIT	NL	152	579	112	185	33	6	14	58	22	12	79	79	3	15	1	4	13	0.412	0.470	1	0
2001	DET	AL	easleda01	2B	5075000	2000	DET	AL	126	464	76	120	27	2	14	58	13	4	55	79	1	11	4	1	11	0.348	0.416	0	1
2001	KCA	AL	sweenmi01	1B	5000000	2000	KCA	AL	159	618	105	206	30	0	29	144	8	3	71	67	5	15	0	13	15	0.407	0.523	0	0
2002	BOS	AL	clarkto02	1B	5000000	2001	DET	AL	126	428	67	123	29	3	16	75	0	1	62	108	10	1	0	6	14	0.374	0.481	0	0
2002	COL	NL	heltoto01	1B	5000000	2001	COL	NL	159	587	132	197	54	2	49	146	7	5	98	104	15	5	1	5	14	0.431	0.685	0	0
2003	CHA	AL	thomafr04	1B	5000000	2002	CHA	AL	148	523	77	132	29	1	28	92	3	0	88	115	2	7	0	10	10	0.361	0.472	0	0
2002	LAN	NL	grudzma01	2B	5000000	2001	LAN	NL	133	539	83	146	21	3	13	55	4	4	28	83	0	11	3	5	9	0.316	0.393	0	1
2003	ATL	NL	castivi02	3B	5000000	2002	ATL	NL	143	543	56	126	23	2	12	61	4	1	22	69	4	7	0	6	22	0.268	0.348	0	1
