,yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
190,2002,MIL,NL,harrile01,OF,1100000,2001,1,NYN,NL,110,135,12,30,5,1,0,9,3,2,8,9,0,0,0,0,3
332,2002,TBA,AL,tynerja01,OF,250000,2001,1,TBA,AL,105,396,51,111,8,5,0,21,31,6,15,42,0,3,5,1,6
104,2002,CLE,AL,bradlmi01,OF,221000,2001,1,MON,NL,67,220,19,49,16,3,1,19,7,4,19,62,0,1,2,0,6
82,2002,CHN,NL,lewisda01,OF,500000,2001,1,BOS,AL,82,164,18,46,9,1,1,12,5,5,8,25,0,3,5,0,2
323,2002,SLN,NL,robinke02,OF,250000,2001,1,SLN,NL,114,186,34,53,6,1,1,15,11,2,12,20,0,2,4,3,1
174,2002,LAN,NL,bocachi01,OF,225000,2001,1,LAN,NL,75,133,15,31,11,1,2,9,4,1,9,33,0,1,0,0,1
153,2002,HOU,NL,huntebr02,OF,1000000,2001,1,PHI,NL,83,145,22,40,6,0,2,16,14,3,16,25,0,0,3,2,3
262,2002,PHI,NL,ledeeri01,OF,750000,2001,1,TEX,AL,78,242,33,56,21,1,2,36,3,3,23,58,0,3,1,3,3
36,2002,ATL,NL,martida01,OF,1500000,2001,1,ATL,NL,120,237,33,68,11,3,2,20,3,3,21,44,0,1,0,0,10
9,2002,ANA,AL,palmeor01,OF,1000000,2001,1,ANA,AL,104,230,29,56,10,1,2,23,6,6,25,24,2,3,7,5,3
121,2002,COL,NL,pierrju01,OF,600000,2001,1,COL,NL,156,617,108,202,26,11,2,55,46,17,41,29,1,10,14,1,6
213,2002,MON,NL,bergepe01,OF,250000,2001,1,MON,NL,102,375,53,79,11,4,3,16,10,7,28,87,2,5,8,0,5
77,2002,CHN,NL,deshide01,OF,1250000,2001,1,BAL,AL,58,188,29,37,8,2,3,21,11,1,31,42,1,1,1,1,3
21,2002,ARI,NL,guilljo01,OF,500000,2001,1,TBA,AL,41,135,14,37,5,0,3,11,2,3,6,26,2,3,0,1,2
108,2002,CLE,AL,cordewi01,OF,4166667,2001,1,CLE,AL,89,268,30,67,11,1,4,21,0,0,22,50,2,4,2,3,8
270,2002,PIT,NL,mackoro01,OF,227000,2001,1,PIT,NL,83,214,30,57,15,2,4,21,4,3,15,52,5,3,2,3,3
88,2002,CHN,NL,patteco01,OF,227500,2001,1,CHN,NL,59,131,26,29,3,0,4,14,4,0,6,33,0,3,2,3,1
235,2002,NYA,AL,willige02,OF,2000000,2001,1,TBA,AL,62,232,30,48,17,0,4,17,10,4,13,42,0,4,3,0,8
13,2002,ARI,NL,bautida01,OF,2000000,2001,1,ARI,NL,100,222,26,67,11,2,5,26,3,2,14,31,1,1,2,0,7
285,2002,SDN,NL,lampkto01,OF,1250000,2001,1,SEA,AL,79,204,28,46,10,0,5,22,1,0,18,41,1,7,1,1,4
132,2002,DET,AL,mageewe01,OF,425000,2001,1,DET,AL,90,207,26,44,11,4,5,17,3,0,23,44,1,1,1,1,8
144,2002,FLO,NL,owenser01,OF,2166667,2001,1,FLO,NL,119,400,51,101,16,1,5,28,8,6,29,59,2,0,4,1,13
116,2002,COL,NL,agbaybe01,OF,600000,2001,1,NYN,NL,91,296,28,82,14,2,6,27,4,5,36,73,0,5,1,1,11
