playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
suzukic01,2011,1,SEA,AL,161,677,80,184,22,3,5,47,40,7,39,69,13,0,1,4,11
castrst01,2011,1,CHN,NL,158,674,91,207,36,9,10,66,22,9,35,96,2,2,0,4,20
ellsbja01,2011,1,BOS,AL,158,660,119,212,46,5,32,105,39,15,52,98,1,9,3,5,8
cabreme01,2011,1,KCA,AL,155,658,102,201,44,5,18,87,20,10,35,94,3,1,7,5,12
markani01,2011,1,BAL,AL,160,641,72,182,31,1,15,73,12,3,62,75,6,7,0,6,16
pierrju01,2011,1,CHA,AL,158,639,80,178,17,4,2,50,27,17,43,41,0,7,19,3,7
pedrodu01,2011,1,BOS,AL,159,635,102,195,37,3,21,91,26,8,86,85,6,1,2,7,12
youngmi02,2011,1,TEX,AL,159,631,88,213,41,6,11,106,6,2,47,78,7,2,0,9,17
gonzaad01,2011,1,BOS,AL,159,630,108,213,45,3,27,117,1,0,74,119,20,6,0,5,28
canoro01,2011,1,NYA,AL,159,623,104,188,46,7,28,118,8,2,38,96,11,12,0,8,18
kinslia01,2011,1,TEX,AL,155,620,121,158,34,4,32,77,30,4,89,71,2,8,4,2,17
ramiral03,2011,1,CHA,AL,158,614,81,165,31,2,15,70,7,5,51,84,1,6,8,5,19
gordoal01,2011,1,KCA,AL,151,611,101,185,45,4,23,87,17,8,67,139,2,7,0,3,9
phillbr01,2011,1,CIN,NL,150,610,94,183,38,2,18,82,14,9,44,85,3,9,5,6,15
cabreas01,2011,1,CLE,AL,151,604,87,165,32,3,25,92,17,5,44,119,5,11,4,4,10
stubbdr01,2011,1,CIN,NL,158,604,92,147,22,3,15,44,40,10,63,205,1,7,6,1,2
kempma01,2011,1,LAN,NL,161,602,115,195,33,4,39,126,40,11,74,159,24,6,0,7,16
francje02,2011,1,KCA,AL,153,601,77,171,47,4,20,87,22,10,37,123,3,8,0,10,17
ugglada01,2011,1,ATL,NL,161,600,88,140,22,1,36,82,1,3,62,156,2,7,0,3,9
vottojo01,2011,1,CIN,NL,161,599,101,185,40,3,29,103,8,6,110,129,15,4,0,6,20
butlebi03,2011,1,KCA,AL,159,597,74,174,44,0,19,95,2,1,66,95,15,3,0,7,16
walkene01,2011,1,PIT,NL,159,596,76,163,36,4,12,83,9,6,54,112,5,4,0,8,15
uptonju01,2011,1,ARI,NL,159,592,105,171,39,5,31,88,21,9,59,126,9,19,0,4,8
jacksau01,2011,1,DET,AL,153,591,90,147,22,11,10,45,22,5,56,181,3,4,14,3,11
teixema01,2011,1,NYA,AL,156,589,90,146,26,1,39,111,4,1,76,110,3,11,0,8,12
zobribe01,2011,1,TBA,AL,156,588,99,158,46,6,20,91,19,6,77,128,1,2,2,5,9
andruel01,2011,1,TEX,AL,150,587,96,164,27,3,5,60,37,12,56,74,0,5,16,1,17
bruceja01,2011,1,CIN,NL,157,585,84,150,27,2,32,97,8,7,71,158,14,5,1,2,8
leeca01,2011,1,HOU,NL,155,585,66,161,38,4,18,94,4,3,59,60,8,3,0,6,9
desmoia01,2011,1,WAS,NL,154,584,65,148,27,5,8,49,25,10,35,139,2,4,11,5,9
grandcu01,2011,1,NYA,AL,156,583,136,153,26,10,41,119,25,10,85,169,0,12,4,7,12
damonjo01,2011,1,TBA,AL,150,582,79,152,29,7,16,73,19,6,51,92,1,7,2,5,4
hunteto01,2011,1,LAA,AL,156,580,80,152,24,2,23,82,5,7,62,125,2,4,0,3,24
infanom01,2011,1,FLO,NL,148,579,55,160,24,8,7,49,4,2,34,67,1,2,17,8,12
pujolal01,2011,1,SLN,NL,147,579,105,173,29,0,37,99,9,1,61,58,15,4,0,7,29
espinda01,2011,1,WAS,NL,158,573,72,135,29,5,21,66,17,6,57,166,4,19,5,4,6
cabremi01,2011,1,DET,AL,161,572,111,197,48,0,30,105,2,1,108,89,22,3,0,5,24
mccutan01,2011,1,PIT,NL,158,572,87,148,34,5,23,89,23,10,89,126,3,9,2,6,7
sanchga01,2011,1,FLO,NL,159,572,72,152,35,0,19,78,3,1,74,97,4,6,2,7,18
freemfr01,2011,1,ATL,NL,157,571,67,161,32,0,21,76,4,4,53,142,3,6,0,5,15
fieldpr01,2011,1,MIL,NL,162,569,95,170,36,1,38,120,1,1,107,106,32,10,0,6,17
jonesad01,2011,1,BAL,AL,151,567,68,159,26,2,25,83,12,4,29,113,2,9,1,12,16
rolliji01,2011,1,PHI,NL,142,567,87,152,22,2,16,63,30,8,58,59,5,3,0,3,9
youngch04,2011,1,ARI,NL,156,567,89,134,38,3,20,71,22,9,80,139,4,4,1,7,3
bonifem01,2011,1,FLO,NL,152,565,78,167,26,7,5,36,40,11,59,129,1,1,11,5,4
ramirar01,2011,1,CHN,NL,149,565,80,173,35,1,26,93,1,1,43,69,5,10,0,8,12
gonzaal02,2011,1,ATL,NL,149,564,59,136,27,1,15,56,2,0,22,126,1,1,4,2,19
valenda01,2011,1,MIN,AL,154,564,63,139,28,2,15,72,2,6,40,102,2,0,0,4,15
braunry02,2011,1,MIL,NL,150,563,109,187,38,6,33,111,33,6,58,93,2,5,0,3,9
guerrvl01,2011,1,BAL,AL,145,562,60,163,30,1,13,63,2,2,17,56,3,7,0,4,23
werthja01,2011,1,WAS,NL,150,561,69,130,26,1,20,58,19,3,74,160,5,10,0,4,10
uptonbj01,2011,1,TBA,AL,153,560,82,136,27,4,23,81,36,12,71,161,4,4,2,3,16
howarry01,2011,1,PHI,NL,152,557,81,141,30,1,33,116,1,0,75,172,16,7,0,5,10
aybarer01,2011,1,LAA,AL,143,556,71,155,33,8,10,59,30,6,31,68,1,6,9,3,13
betanyu01,2011,1,MIL,NL,152,556,51,140,27,3,13,68,4,4,16,63,3,2,0,10,16
bartlja01,2011,1,SDN,NL,139,554,61,136,22,3,2,40,23,10,48,98,0,5,5,6,13
santaca01,2011,1,CLE,AL,155,552,84,132,35,2,27,79,5,3,97,133,7,2,0,7,15
pradoma01,2011,1,ATL,NL,129,551,66,143,26,2,13,57,4,8,34,52,1,1,1,3,16
escobal02,2011,1,KCA,AL,158,548,69,139,21,8,4,46,26,9,25,73,1,4,18,3,10
jeterde01,2011,1,NYA,AL,131,546,84,162,24,4,6,61,16,6,46,81,0,6,4,5,10
mcgehca01,2011,1,MIL,NL,155,546,46,122,24,2,13,67,0,3,45,104,4,1,0,8,19
konerpa01,2011,1,CHA,AL,149,543,69,163,25,0,31,105,1,1,77,89,17,8,0,11,14
martivi01,2011,1,DET,AL,145,540,76,178,40,0,12,103,1,0,46,51,6,2,0,7,20
trumbma01,2011,1,LAA,AL,149,539,65,137,31,1,29,87,9,4,25,120,6,5,0,4,17
kendrho01,2011,1,LAA,AL,140,537,86,153,30,6,18,63,14,6,33,119,3,10,3,0,18
reyesjo01,2011,1,NYN,NL,126,537,101,181,31,16,7,44,39,7,43,41,9,0,2,4,5
riosal01,2011,1,CHA,AL,145,537,64,122,22,2,13,44,11,6,27,68,4,2,0,4,20
tulowtr01,2011,1,COL,NL,143,537,81,162,36,2,30,105,9,3,59,79,12,4,1,5,16
ibanera01,2011,1,PHI,NL,144,535,65,131,31,1,20,84,2,0,33,106,3,2,0,5,13
reynoma01,2011,1,BAL,AL,155,534,84,118,27,1,37,86,6,4,75,196,2,7,0,4,11
crispco01,2011,1,OAK,AL,136,531,69,140,27,5,8,54,49,9,41,65,2,1,4,6,11
loneyja01,2011,1,LAN,NL,158,531,56,153,30,1,12,65,4,0,42,67,7,1,3,5,8
