yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR
2014,BAL,AL,davisch02,1B,10350000,2013,1,BAL,AL,160,584,103,167,42,1,53
2014,DET,AL,cabremi01,3B,22000000,2013,1,DET,AL,148,555,103,193,26,1,44
2014,ARI,NL,goldspa01,1B,1100000,2013,1,ARI,NL,160,602,103,182,36,3,36
2014,PIT,NL,alvarpe01,3B,4250000,2013,1,PIT,NL,152,558,70,130,22,2,36
2014,TOR,AL,encared01,3B,9000000,2013,1,TOR,AL,142,530,90,144,29,1,36
2014,ARI,NL,trumbma01,OF,4800000,2013,1,LAA,AL,159,620,85,145,30,2,34
2014,CHA,AL,dunnad01,OF,15000000,2013,1,CHA,AL,149,525,60,115,15,0,34
2014,BAL,AL,jonesad01,OF,13000000,2013,1,BAL,AL,160,653,100,186,35,1,33
2014,TBA,AL,longoev01,3B,7500000,2013,1,TBA,AL,160,614,91,165,39,3,32
2014,BOS,AL,ortizda01,1B,15000000,2013,1,BOS,AL,137,518,84,160,38,2,30
2014,CIN,NL,bruceja01,OF,10000000,2013,1,CIN,NL,160,626,89,164,43,1,30
2014,OAK,AL,mossbr01,OF,4100000,2013,1,OAK,AL,145,446,73,114,23,3,30
2014,TEX,AL,beltrad01,3B,17000000,2013,1,TEX,AL,161,631,88,199,32,0,30
2014,HOU,AL,cartech02,OF,510000,2013,1,HOU,AL,148,506,64,113,24,2,29
2014,LAA,AL,ibanera01,OF,2750000,2013,1,SEA,AL,124,454,54,110,20,2,29
2014,TOR,AL,bautijo02,OF,14000000,2013,1,TOR,AL,118,452,82,117,24,0,28
2014,ATL,NL,uptonju01,OF,14250000,2013,1,ATL,NL,149,558,94,147,27,2,27
2014,BAL,AL,cruzne02,OF,8000000,2013,1,TEX,AL,109,413,49,110,18,0,27
2014,LAA,AL,troutmi01,OF,1000000,2013,1,LAA,AL,157,589,109,190,39,9,27
2014,PHI,NL,browndo01,OF,550000,2013,1,PHI,NL,139,496,65,135,21,4,27
2014,SEA,AL,canoro01,SS,24000000,2013,1,NYA,AL,160,605,81,190,41,0,27
2014,SFN,NL,pencehu01,OF,16000000,2013,1,SFN,NL,162,629,91,178,35,5,27
2014,COL,NL,gonzaca01,OF,10500000,2013,1,COL,NL,110,391,72,118,23,6,26
2014,OAK,AL,cespeyo01,OF,10500000,2013,1,OAK,AL,135,529,74,127,21,4,26
2014,WAS,NL,zimmery01,3B,14000000,2013,1,WAS,NL,147,568,84,156,26,2,26
