yearID_x,teamID_x,lgID_x,playerID,POS,salary
2013,ARI,NL,campato01,OF,497500
2013,KCA,AL,dysonja01,OF,506000
2013,PHI,NL,reverbe01,OF,515000
2013,LAN,NL,schumsk01,OF,1500000
2013,MIA,NL,pierrju01,OF,1600000
2013,TOR,AL,bonifem01,OF,2600000
2013,ARI,NL,hinsker01,OF,1350000
2013,SDN,NL,kotsama01,OF,1300000
2013,ATL,NL,johnsre02,OF,1600000
2013,LAA,AL,bourjpe01,OF,512500
2013,MIN,AL,mastrda01,OF,500000
2013,NYN,NL,baxtemi01,OF,500318
2013,PIT,NL,tabatjo01,OF,916667
2013,SFN,NL,torrean02,OF,1500000
2013,SLN,NL,robinsh01,OF,498000
2013,ATL,NL,schafjo02,OF,512500
2013,BOS,AL,ellsbja01,OF,9000000
2013,COL,NL,younger03,OF,492000
2013,NYA,AL,suzukic01,OF,6500000
2013,SEA,AL,gutiefr01,OF,7312500
2013,SLN,NL,jayjo02,OF,524000
2013,WAS,NL,spande01,OF,4750000
2013,BOS,AL,carpmi01,OF,508500
2013,CHN,NL,schiena01,OF,2250000
2013,MIA,NL,dobbsgr01,OF,1600000
2013,MIN,AL,parmech01,OF,497500
2013,PHI,NL,browndo01,OF,500000
2013,PIT,NL,martest01,OF,500000
2013,SFN,NL,blancgr01,OF,1350000
2013,WAS,NL,bernaro01,OF,1212500
2013,WAS,NL,werthja01,OF,16571429
2013,BOS,AL,navada01,OF,505500
2013,CLE,AL,brantmi02,OF,526900
2013,SLN,NL,carpema01,OF,504000
2013,ARI,NL,parrage01,OF,2350000
2013,BAL,AL,mclouna01,OF,2000000
2013,CIN,NL,heisech01,OF,1325000
2013,KCA,AL,cainlo01,OF,503175
2013,NYN,NL,nieuwki01,OF,498124
2013,SFN,NL,beltbr01,OF,531500
2013,DET,AL,dirksan01,OF,505000
2013,LAA,AL,kendrho01,OF,9100000
2013,SDN,NL,denorch01,OF,2000000
2013,SDN,NL,maybica01,OF,3100000
2013,SEA,AL,bayja01,OF,1000000
2013,SFN,NL,paganan01,OF,8250000
2013,TOR,AL,davisra01,OF,2500000
2013,BOS,AL,victosh01,OF,13000000
2013,CHA,AL,deazaal01,OF,2075000
2013,CHN,NL,dejesda01,OF,4250000
2013,CLE,AL,bournmi01,OF,7000000
2013,SDN,NL,guzmaje01,OF,503200
2013,SDN,NL,venabwi01,OF,2675000
2013,MIL,NL,aokino01,OF,1712500
2013,SEA,AL,wellsca01,OF,505400
2013,WAS,NL,moorety01,OF,493000
2013,MIA,NL,morrilo01,OF,491500
2013,NYA,AL,wellsve01,OF,24642857
2013,OAK,AL,crispco01,OF,7000000
2013,SLN,NL,wiggity01,OF,2500000
2013,TOR,AL,cabreme01,OF,8000000
2013,BAL,AL,betemwi01,OF,2000000
2013,NYA,AL,boescbr01,OF,1500000
2013,BAL,AL,markani01,OF,15350000
2013,COL,NL,fowlede01,OF,3750000
2013,MIA,NL,ruggiju01,OF,494500
2013,TBA,AL,jennide01,OF,501800
2013,CLE,AL,stubbdr01,OF,2825000
2013,KCA,AL,gordoal01,OF,9000000
2013,KCA,AL,hosmeer01,OF,528250
2013,OAK,AL,smithse01,OF,3675000
2013,OAK,AL,youngch04,OF,8700000
2013,PHI,NL,maybejo02,OF,517000
2013,NYN,NL,dudalu01,OF,519240
2013,TEX,AL,morelmi01,OF,502700
2013,TEX,AL,murphda07,OF,5775000
2013,CIN,NL,choosh01,OF,7375000
2013,COL,NL,cuddymi01,OF,10500000
2013,DET,AL,hunteto01,OF,12000000
2013,DET,AL,jacksau01,OF,3500000
2013,KCA,AL,francje02,OF,6750000
2013,SDN,NL,quentca01,OF,9500000
2013,ATL,NL,uptonju01,OF,9958333
2013,SFN,NL,pencehu01,OF,13800000
2013,TBA,AL,joycema01,OF,2450000
2013,BOS,AL,gomesjo01,OF,5000000
2013,CLE,AL,santaca01,OF,750000
2013,COL,NL,colvity01,OF,2275000
2013,HOU,AL,maxweju01,OF,492500
2013,MIN,AL,doumiry01,OF,3500000
2013,PHI,NL,youngde03,OF,750000
2013,SEA,AL,morsemi01,OF,7000000
2013,CIN,NL,frazito01,OF,527500
2013,MIL,NL,gomezca01,OF,4300000
2013,SEA,AL,ibanera01,OF,2750000
2013,SEA,AL,saundmi01,OF,512600
2013,CHN,NL,hairssc01,OF,2500000
2013,LAN,NL,ethiean01,OF,13500000
2013,OAK,AL,mossbr01,OF,1600000
2013,ARI,NL,rossco01,OF,6000000
2013,COL,NL,gonzaca01,OF,7928571
2013,SLN,NL,craigal01,OF,1750000
