,yearID_x,teamID_x,lgID_x,playerID,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
393,2003,LAN,NL,beltrad01,3700000,2002,1,LAN,NL,159,587,70,151,26,5,21,75,7,5,37,96,4,4,1,6,17
371,2003,KCA,AL,beltrca01,6000000,2002,1,KCA,AL,162,637,114,174,44,7,29,105,35,7,71,135,1,4,3,7,12
643,2003,SDN,NL,bennega01,700000,2002,1,COL,NL,90,291,26,77,10,2,4,26,1,3,15,45,2,6,2,0,10
808,2003,TOR,AL,bergda01,700000,2002,1,TOR,AL,109,374,42,101,26,2,4,39,0,2,26,57,1,5,4,5,6
372,2003,KCA,AL,bergebr01,304000,2002,1,KCA,AL,51,134,16,27,5,1,6,17,1,0,8,32,2,2,0,1,2
342,2003,HOU,NL,berkmla01,3500000,2002,1,HOU,NL,158,578,106,169,35,2,42,128,8,4,107,118,20,4,0,3,10
343,2003,HOU,NL,biggicr01,9750000,2002,1,HOU,NL,145,577,96,146,36,3,15,58,16,2,50,111,2,17,9,2,15
779,2003,TEX,AL,blaloha01,302500,2002,1,TEX,AL,49,147,16,31,8,0,3,17,0,0,20,43,1,1,2,2,2
50,2003,ATL,NL,blanche01,1300000,2002,1,ATL,NL,81,221,17,45,9,1,6,22,0,2,20,51,5,1,2,5,5
344,2003,HOU,NL,blumge01,1500000,2002,1,HOU,NL,130,368,45,104,20,4,10,52,2,0,49,70,5,1,1,2,8
705,2003,SFN,NL,bondsba01,15500000,2002,1,SFN,NL,143,403,117,149,31,2,46,110,9,2,198,47,68,9,0,2,4
193,2003,CIN,NL,booneaa01,3700000,2002,1,CIN,NL,162,606,83,146,38,2,26,87,32,8,56,111,4,10,9,4,9
675,2003,SEA,AL,boonebr01,8000000,2002,1,SEA,AL,155,608,88,169,34,3,24,107,12,5,53,102,4,6,2,6,11
809,2003,TOR,AL,bordimi01,1000000,2002,1,BAL,AL,117,367,37,85,19,3,8,36,7,4,35,63,0,3,6,2,9
227,2003,CLE,AL,bradlmi01,314300,2002,1,CLE,AL,98,325,48,81,18,3,9,38,6,3,32,58,2,0,1,0,12
52,2003,ATL,NL,braggda01,450000,2002,1,ATL,NL,109,212,34,57,15,2,3,15,5,2,24,52,0,2,1,1,4
195,2003,CIN,NL,branyru01,395000,2002,2,CIN,NL,84,217,34,53,9,1,16,39,3,1,34,86,3,2,0,2,2
644,2003,SDN,NL,buchabr01,325000,2002,1,MIN,AL,44,135,19,34,5,1,5,15,2,1,6,33,0,2,0,0,4
229,2003,CLE,AL,burksel01,7166667,2002,1,CLE,AL,138,518,92,156,28,0,32,91,2,3,44,108,3,6,1,1,13
531,2003,NYN,NL,burnije01,12166667,2002,1,NYN,NL,154,479,65,103,15,0,19,54,10,7,58,135,5,10,1,2,11
587,2003,PHI,NL,burrepa01,1250000,2002,1,PHI,NL,157,586,96,165,39,2,37,116,1,0,89,153,9,3,0,6,16
646,2003,SDN,NL,burrose01,302000,2002,1,SDN,NL,63,192,18,52,5,1,1,11,2,0,12,30,1,1,1,0,6
254,2003,COL,NL,butlebr02,303000,2002,1,COL,NL,113,344,55,89,18,4,9,42,2,6,10,40,3,5,4,4,6
477,2003,MON,NL,cabreor01,3300000,2002,1,MON,NL,153,563,64,148,43,1,7,56,25,7,48,53,4,2,9,4,16
729,2003,SLN,NL,cairomi01,850000,2002,1,SLN,NL,108,184,28,46,9,2,2,23,1,1,13,36,2,3,6,2,5
677,2003,SEA,AL,camermi01,7416667,2002,1,SEA,AL,158,545,84,130,26,5,25,80,31,8,79,176,3,7,4,5,8
196,2003,CIN,NL,caseyse01,5600000,2002,1,CIN,NL,120,425,56,111,25,0,6,42,2,1,43,47,6,5,0,3,11
313,2003,FLO,NL,castilu01,4850000,2002,1,FLO,NL,146,606,86,185,18,5,2,39,48,15,55,76,4,2,4,1,7
54,2003,ATL,NL,castivi02,5000000,2002,1,ATL,NL,143,543,56,126,23,2,12,61,4,1,22,69,4,7,0,6,22
810,2003,TOR,AL,catalfr01,2200000,2002,1,TEX,AL,68,212,42,57,16,6,3,23,9,5,25,27,0,8,3,2,3
532,2003,NYN,NL,cedenro01,4875000,2002,1,NYN,NL,149,511,65,133,19,2,7,41,25,4,42,92,1,2,5,2,10
560,2003,OAK,AL,chaveer01,3675000,2002,1,OAK,AL,153,585,87,161,31,3,34,109,8,3,65,119,13,1,0,2,8
679,2003,SEA,AL,cirilje01,6725000,2002,1,SEA,AL,146,485,51,121,20,0,6,54,8,4,31,67,0,9,13,9,12
421,2003,MIL,NL,claytro01,1500000,2002,1,CHA,AL,112,342,51,86,14,2,7,35,5,1,20,67,0,3,7,4,7
680,2003,SEA,AL,colbrgr01,750000,2002,1,ARI,NL,72,171,30,57,16,2,10,27,0,0,13,19,1,0,0,1,5
79,2003,BAL,AL,coninje01,4250000,2002,1,BAL,AL,116,451,44,123,26,4,15,63,8,0,25,66,6,2,0,10,10
422,2003,MIL,NL,contija01,300000,2002,1,TBA,AL,78,222,26,57,15,2,3,21,4,2,18,55,1,1,4,0,5
397,2003,LAN,NL,coraal01,1150000,2002,1,LAN,NL,115,258,37,75,14,4,5,28,7,2,26,38,4,7,2,0,3
481,2003,MON,NL,cordewi01,600000,2002,2,MON,NL,66,143,21,39,9,0,6,29,2,0,17,26,0,2,0,4,3
80,2003,BAL,AL,cordoma01,3100000,2002,1,BAL,AL,131,458,55,116,25,2,18,64,1,6,47,111,3,3,2,3,17
31,2003,ARI,NL,counscr01,2516667,2002,1,ARI,NL,112,436,63,123,22,1,2,51,7,5,45,52,3,1,4,3,10
763,2003,TBA,AL,crawfca02,300000,2002,1,TBA,AL,63,259,23,67,11,6,2,30,9,5,9,41,0,3,6,1,0
139,2003,CHA,AL,credejo01,315000,2002,1,CHA,AL,53,200,28,57,10,0,12,35,0,2,8,40,0,0,0,1,1
81,2003,BAL,AL,cruzde01,1000000,2002,1,SDN,NL,151,514,49,135,28,2,7,47,2,3,22,58,2,3,3,5,20
707,2003,SFN,NL,cruzjo02,2500000,2002,1,TOR,AL,124,466,64,114,26,5,18,70,7,1,51,106,1,0,1,4,8
105,2003,BOS,AL,damonjo01,7500000,2002,1,BOS,AL,154,623,118,178,34,11,14,63,31,6,65,70,5,6,3,5,4
140,2003,CHA,AL,daubabr01,450000,2002,1,BOS,AL,137,444,62,118,24,2,20,78,2,1,51,126,4,7,0,4,10
681,2003,SEA,AL,davisbe01,1000000,2002,1,SEA,AL,80,228,24,59,10,1,7,43,1,1,18,58,1,2,1,4,6
813,2003,TOR,AL,delgaca01,18700000,2002,1,TOR,AL,143,505,103,140,34,2,33,108,1,0,102,126,18,13,0,8,8
32,2003,ARI,NL,delluda01,900000,2002,1,ARI,NL,97,229,34,56,11,2,7,29,2,4,28,55,5,1,0,3,7
56,2003,ATL,NL,derosma01,340000,2002,1,ATL,NL,72,212,24,63,9,2,5,23,2,3,12,24,3,3,2,3,5
781,2003,TEX,AL,diazei01,1837500,2002,1,CLE,AL,102,320,34,66,19,0,2,16,0,1,17,27,1,6,6,2,13
376,2003,KCA,AL,difelmi01,625000,2002,1,SLN,NL,70,174,17,40,11,0,4,19,0,0,17,42,3,1,2,3,4
732,2003,SLN,NL,drewjd01,3700000,2002,1,SLN,NL,135,424,61,107,19,1,18,56,8,2,57,104,4,8,3,4,4
200,2003,CIN,NL,dunnad01,400000,2002,1,CIN,NL,158,535,84,133,28,2,26,71,19,9,128,170,13,9,1,3,8
561,2003,OAK,AL,durazer01,1065000,2002,1,ARI,NL,76,222,46,58,12,2,16,48,0,1,49,60,2,2,0,3,1
708,2003,SFN,NL,durhara01,5200000,2002,1,CHA,AL,96,345,71,103,20,2,9,48,20,5,49,59,0,5,8,4,13
562,2003,OAK,AL,dyeje01,11666667,2002,1,OAK,AL,131,488,74,123,27,1,24,86,2,0,52,108,2,10,0,5,15
4,2003,ANA,AL,eckstda01,425000,2002,1,ANA,AL,152,608,107,178,22,6,8,63,21,13,45,44,0,27,14,8,7
733,2003,SLN,NL,edmonji01,8333333,2002,1,SLN,NL,144,476,96,148,31,2,28,83,4,3,86,134,14,8,0,6,9
563,2003,OAK,AL,ellisma01,307500,2002,1,OAK,AL,98,345,58,94,16,4,6,35,4,2,44,54,1,4,8,3,3
315,2003,FLO,NL,encarju01,3450000,2002,1,CIN,NL,83,321,43,89,11,2,16,51,9,4,26,63,0,1,3,3,7
350,2003,HOU,NL,ensbemo01,300000,2002,1,HOU,NL,49,132,14,32,7,2,3,19,2,0,18,25,0,3,0,0,8
5,2003,ANA,AL,erstada01,7250000,2002,1,ANA,AL,150,625,99,177,28,4,10,73,23,3,27,67,4,2,5,4,9
782,2003,TEX,AL,evereca01,9150000,2002,1,TEX,AL,105,374,47,100,16,0,16,62,2,3,33,77,4,6,1,4,7
377,2003,KCA,AL,febleca01,775000,2002,1,KCA,AL,119,351,44,86,16,4,4,26,16,5,41,63,0,7,5,0,8
712,2003,SFN,NL,felizpe01,325000,2002,1,SFN,NL,67,146,14,37,4,1,2,13,0,0,6,27,1,0,0,1,2
57,2003,ATL,NL,fickro01,1000000,2002,1,DET,AL,148,556,66,150,36,2,17,63,0,1,46,90,4,7,0,5,17
34,2003,ARI,NL,finlest01,4250000,2002,1,ARI,NL,150,505,82,145,24,4,25,89,16,4,65,73,7,3,1,3,10
502,2003,NYA,AL,flahejo01,750000,2002,1,TBA,AL,76,281,27,73,20,0,4,33,2,2,15,50,0,1,2,4,6
534,2003,NYN,NL,floydcl01,6500000,2002,1,FLO,NL,84,296,49,85,20,0,18,57,10,5,58,68,18,7,0,1,0
84,2003,BAL,AL,fordybr01,3500000,2002,1,BAL,AL,56,130,7,30,8,0,1,8,1,0,9,19,0,4,3,0,5
317,2003,FLO,NL,foxan01,800000,2002,1,FLO,NL,133,435,55,109,14,5,4,41,31,7,49,94,6,10,5,3,9
58,2003,ATL,NL,francju01,600000,2002,1,ATL,NL,125,338,51,96,13,1,6,30,5,1,39,75,3,1,2,3,13
59,2003,ATL,NL,francma01,800000,2002,1,ATL,NL,81,205,25,65,15,4,6,30,1,0,27,31,2,0,0,1,5
6,2003,ANA,AL,fullmbr01,1000000,2002,1,ANA,AL,130,429,75,124,35,6,19,59,10,3,32,44,6,15,0,3,7
60,2003,ATL,NL,furcara01,2200000,2002,1,ATL,NL,154,636,95,175,31,8,8,47,27,15,43,114,0,3,9,2,8
713,2003,SFN,NL,galaran01,500000,2002,1,MON,NL,104,292,30,76,12,0,9,40,2,2,30,81,6,9,0,3,8
566,2003,OAK,AL,gantro01,350000,2002,1,SDN,NL,102,309,58,81,14,1,18,59,4,6,36,59,1,2,1,5,8
232,2003,CLE,AL,garcika01,900000,2002,2,CLE,AL,51,197,29,59,8,0,16,52,0,3,6,40,0,0,0,2,6
110,2003,BOS,AL,garcino01,11000000,2002,1,BOS,AL,156,635,101,197,56,5,24,120,5,2,41,63,4,6,0,11,17
503,2003,NYA,AL,giambja01,11428571,2002,1,NYA,AL,155,560,120,176,34,1,41,122,2,2,109,112,4,15,0,5,18
111,2003,BOS,AL,giambje01,2000000,2002,1,OAK,AL,42,157,26,43,7,0,8,17,0,0,27,40,0,3,0,0,4
85,2003,BAL,AL,gibboja01,375000,2002,1,BAL,AL,136,490,71,121,29,1,28,69,1,3,45,66,3,2,0,4,9
7,2003,ANA,AL,gilbe01,725000,2002,1,ANA,AL,61,130,11,37,8,1,3,20,2,1,5,33,0,0,2,2,0
619,2003,PIT,NL,gilesbr02,8833333,2002,1,PIT,NL,153,497,95,148,37,5,38,103,15,6,135,74,24,7,0,5,10
61,2003,ATL,NL,gilesma01,316500,2002,1,ATL,NL,68,213,27,49,10,1,8,23,1,1,25,41,3,2,1,1,5
86,2003,BAL,AL,gilge01,330000,2002,1,BAL,AL,125,422,33,98,19,0,12,45,2,2,21,88,1,1,5,1,17
736,2003,SLN,NL,girarjo01,725000,2002,1,CHN,NL,90,234,19,53,10,1,1,13,1,0,16,35,3,0,5,1,10
785,2003,TEX,AL,glanvdo01,1000000,2002,1,PHI,NL,138,422,49,105,16,3,6,29,19,2,25,57,4,2,8,3,5
8,2003,ANA,AL,glaustr01,7250000,2002,1,ANA,AL,156,569,99,142,24,1,30,111,10,3,88,144,4,6,0,8,12
451,2003,MIN,AL,gomezch02,500000,2002,1,TBA,AL,130,461,51,122,31,3,10,46,1,3,21,58,0,7,6,3,8
176,2003,CHN,NL,gonzaal01,5750000,2002,1,CHN,NL,142,513,58,127,27,5,18,61,5,3,46,136,7,3,4,2,11
318,2003,FLO,NL,gonzaal02,1700000,2002,1,FLO,NL,42,151,15,34,7,1,2,18,3,1,12,32,1,4,3,2,2
786,2003,TEX,AL,gonzaju03,13000000,2002,1,TEX,AL,70,277,38,78,21,1,8,35,2,0,17,56,1,1,0,1,11
35,2003,ARI,NL,gonzalu01,4000000,2002,1,ARI,NL,148,524,90,151,19,3,28,103,9,2,97,76,8,5,0,7,12
650,2003,SDN,NL,gonzawi01,700000,2002,1,SDN,NL,56,164,16,36,8,1,1,20,0,0,27,24,3,1,0,2,10
177,2003,CHN,NL,goodwto01,635000,2002,1,SFN,NL,78,154,23,40,5,2,1,17,16,2,14,25,0,0,3,0,3
36,2003,ARI,NL,gracema01,1750000,2002,1,ARI,NL,124,298,43,75,19,0,7,48,2,0,46,30,6,1,0,3,5
145,2003,CHA,AL,graffto01,675000,2002,1,CHA,AL,70,229,35,60,12,4,6,31,2,1,22,38,1,2,4,2,2
399,2003,LAN,NL,greensh01,15666667,2002,1,LAN,NL,158,582,110,166,31,1,42,114,8,5,93,112,22,5,0,5,26
788,2003,TEX,AL,greerru01,7000000,2002,1,TEX,AL,51,199,24,59,9,2,1,17,1,0,19,17,0,0,0,1,5
764,2003,TBA,AL,grievbe01,5500000,2002,1,TBA,AL,136,482,62,121,30,0,19,64,8,2,69,121,5,8,0,2,15
202,2003,CIN,NL,griffke02,12500000,2002,1,CIN,NL,70,197,17,52,8,0,8,23,1,2,28,39,6,3,0,4,6
714,2003,SFN,NL,grissma02,1875000,2002,1,LAN,NL,111,343,57,95,21,4,17,60,5,1,22,68,2,2,0,4,6
178,2003,CHN,NL,grudzma01,5500000,2002,1,LAN,NL,150,536,56,145,23,0,9,50,4,1,22,89,4,3,1,4,17
484,2003,MON,NL,guerrvl01,11500000,2002,1,MON,NL,161,614,106,206,37,2,39,111,40,20,84,70,32,6,0,5,20
684,2003,SEA,AL,guillca01,2500000,2002,1,SEA,AL,134,475,73,124,24,6,9,56,4,5,46,91,4,1,3,3,8
233,2003,CLE,AL,gutieri01,3916667,2002,1,CLE,AL,94,353,38,97,13,0,4,38,0,1,20,48,0,7,3,1,14
453,2003,MIN,AL,guzmacr01,2525000,2002,1,MIN,AL,148,623,80,170,31,6,9,59,12,13,17,79,2,2,8,6,12
88,2003,BAL,AL,hairsje02,1550000,2002,1,BAL,AL,122,426,55,114,25,3,5,32,21,6,34,55,0,7,8,4,5
765,2003,TBA,AL,hallto02,300000,2002,1,TBA,AL,85,330,37,85,19,1,6,42,0,1,17,27,3,1,2,3,14
290,2003,DET,AL,haltesh01,2150000,2002,1,DET,AL,122,410,46,98,22,6,10,39,0,4,39,92,1,4,1,4,12
430,2003,MIL,NL,hammoje01,8200000,2002,1,MIL,NL,128,448,47,115,26,5,9,41,4,5,52,86,0,2,1,7,13
180,2003,CHN,NL,harrile01,800000,2002,1,MIL,NL,122,197,23,60,8,2,3,17,4,1,14,17,1,2,1,1,4
568,2003,OAK,AL,hattesc01,1750000,2002,1,OAK,AL,136,492,58,138,22,4,15,61,0,0,68,56,1,6,1,1,8
431,2003,MIL,NL,helmswe01,575000,2002,1,ATL,NL,85,210,20,51,16,0,6,22,1,1,11,57,2,3,1,6,5
260,2003,COL,NL,heltoto01,10600000,2002,1,COL,NL,156,553,107,182,39,4,30,109,5,1,99,91,21,5,0,10,10
400,2003,LAN,NL,hermach01,312500,2002,1,PIT,NL,65,194,22,40,11,1,7,15,7,5,17,68,0,1,3,1,1
261,2003,COL,NL,hernajo01,1000000,2002,1,MIL,NL,152,525,72,151,24,2,24,73,3,5,52,188,5,4,0,1,19
569,2003,OAK,AL,hernara02,1887500,2002,1,OAK,AL,136,403,51,94,20,0,7,42,0,0,43,64,1,5,3,3,11
352,2003,HOU,NL,hidalri01,8500000,2002,1,HOU,NL,114,388,54,91,17,4,15,48,6,2,43,85,1,6,0,2,13
291,2003,DET,AL,higgibo02,11850000,2002,1,DET,AL,119,444,50,125,24,3,10,63,12,5,41,45,3,6,1,7,8
113,2003,BOS,AL,hillesh02,407500,2002,1,BOS,AL,156,634,94,186,43,4,18,83,4,2,25,95,4,12,0,5,18
818,2003,TOR,AL,hinsker01,600000,2002,1,TOR,AL,151,566,99,158,38,2,24,84,13,1,77,138,5,2,0,5,12
455,2003,MIN,AL,hockide01,1000000,2002,1,MIN,AL,102,260,28,65,13,0,2,25,0,2,24,44,0,1,4,5,3
319,2003,FLO,NL,hollato01,1500000,2002,1,COL,NL,95,298,39,88,21,1,11,48,7,8,26,71,4,1,1,2,8
592,2003,PHI,NL,houstty01,1000000,2002,1,MIL,NL,76,255,25,77,15,2,7,33,1,0,14,41,3,4,4,1,4
819,2003,TOR,AL,huckake01,313000,2002,1,TOR,AL,88,273,29,67,6,1,3,22,0,0,9,44,1,0,1,0,10
820,2003,TOR,AL,hudsoor01,313000,2002,1,TOR,AL,54,192,20,53,10,5,4,23,0,1,11,27,0,2,0,2,6
767,2003,TBA,AL,huffau01,325000,2002,1,TBA,AL,113,454,67,142,25,0,23,59,4,1,37,55,7,1,0,2,17
402,2003,LAN,NL,hundlto01,6500000,2002,1,CHN,NL,92,266,32,56,8,0,16,35,0,0,32,80,3,3,1,1,6
353,2003,HOU,NL,huntebr02,1200000,2002,1,HOU,NL,98,201,32,54,16,3,3,20,5,0,16,39,0,2,1,0,3
456,2003,MIN,AL,hunteto01,4750000,2002,1,MIN,AL,148,561,89,162,37,4,29,94,23,8,35,118,3,5,0,3,17
381,2003,KCA,AL,ibanera01,3000000,2002,1,KCA,AL,137,497,70,146,37,6,24,103,5,3,40,76,5,2,1,4,11
293,2003,DET,AL,ingebr01,315000,2002,1,DET,AL,95,321,27,65,15,3,7,24,1,3,24,101,0,4,1,1,7
404,2003,LAN,NL,izturce01,335000,2002,1,LAN,NL,135,439,43,102,24,2,1,31,7,7,14,39,1,0,10,5,12
116,2003,BOS,AL,jacksda04,625000,2002,1,DET,AL,81,245,31,63,20,1,1,25,12,3,21,36,0,3,2,3,3
432,2003,MIL,NL,jenkige01,5187500,2002,1,MIL,NL,67,243,35,59,17,1,10,29,1,2,22,60,1,6,0,1,8
506,2003,NYA,AL,jeterde01,15600000,2002,1,NYA,AL,157,644,124,191,26,0,18,75,32,3,73,114,2,7,3,3,14
146,2003,CHA,AL,jimenda01,345000,2002,1,SDN,NL,87,321,39,77,11,4,3,33,4,2,34,63,1,0,0,2,10
264,2003,COL,NL,johnsch04,7000000,2002,1,FLO,NL,83,244,18,53,19,0,6,36,0,0,31,61,7,0,1,4,10
571,2003,OAK,AL,johnsma02,500000,2002,1,CHA,AL,86,263,31,55,8,1,4,18,0,0,30,52,1,3,6,0,4
507,2003,NYA,AL,johnsni01,364100,2002,1,NYA,AL,129,378,56,92,15,0,15,58,1,3,48,98,5,12,3,0,11
67,2003,ATL,NL,jonesan01,12000000,2002,1,ATL,NL,154,560,91,148,34,0,35,94,8,3,83,135,4,10,0,6,14
68,2003,ATL,NL,jonesch06,13333333,2002,1,ATL,NL,158,548,90,179,35,1,26,100,8,2,107,89,23,2,0,5,18
457,2003,MIN,AL,jonesja04,2750000,2002,1,MIN,AL,149,577,96,173,37,2,27,85,6,7,37,129,2,2,4,6,8
405,2003,LAN,NL,jordabr01,9600000,2002,1,LAN,NL,128,471,65,134,27,3,18,80,2,2,34,86,3,6,0,4,10
266,2003,COL,NL,kaplega01,3425000,2002,1,TEX,AL,72,196,25,51,12,1,0,17,5,2,8,30,0,0,7,3,3
181,2003,CHN,NL,karroer01,8375000,2002,1,LAN,NL,142,524,52,142,26,1,13,73,4,2,37,74,1,6,0,6,11
205,2003,CIN,NL,kearnau01,350000,2002,1,CIN,NL,107,372,66,117,24,3,13,56,6,3,54,81,3,6,0,3,11
620,2003,PIT,NL,kendaja01,8571429,2002,1,PIT,NL,145,545,59,154,25,3,3,44,15,8,49,29,1,9,0,2,11
9,2003,ANA,AL,kennead01,2270000,2002,1,ANA,AL,144,474,65,148,32,6,7,52,17,4,19,80,1,7,5,4,5
354,2003,HOU,NL,kentje01,7500000,2002,1,SFN,NL,152,623,102,195,42,2,37,108,5,1,52,101,3,4,0,3,20
458,2003,MIN,AL,kieltbo01,325000,2002,1,MIN,AL,112,289,49,84,14,3,12,46,4,1,52,66,4,5,0,2,4
295,2003,DET,AL,kingsge01,340000,2002,2,SDN,NL,89,216,27,60,10,3,2,28,9,2,20,47,0,3,3,1,5
655,2003,SDN,NL,kleskry01,5500000,2002,1,SDN,NL,146,540,90,162,39,1,29,95,6,2,76,86,11,4,1,4,7
149,2003,CHA,AL,konerpa01,6250000,2002,1,CHA,AL,151,570,81,173,30,0,27,104,0,0,44,72,2,9,0,7,17
459,2003,MIN,AL,koskico01,3400000,2002,1,MIN,AL,140,490,71,131,37,3,15,69,10,11,72,127,4,9,0,5,14
656,2003,SDN,NL,kotsama01,4450000,2002,1,SDN,NL,153,578,82,169,27,7,17,61,11,9,59,89,0,3,2,4,10
790,2003,TEX,AL,lambmi01,440000,2002,1,TEX,AL,115,314,54,89,13,0,9,33,0,0,33,48,5,3,2,3,7
206,2003,CIN,NL,larkiba01,9000000,2002,1,CIN,NL,145,507,72,124,37,2,7,47,13,4,44,57,9,3,6,7,13
208,2003,CIN,NL,larueja01,1250000,2002,1,CIN,NL,113,353,42,88,17,1,12,52,1,2,27,117,6,13,2,2,13
235,2003,CLE,AL,lawtoma02,6750000,2002,1,CLE,AL,114,416,71,98,19,2,15,57,8,9,59,34,0,8,1,0,13
460,2003,MIN,AL,lecroma01,312500,2002,1,MIN,AL,63,181,19,47,11,1,7,27,0,2,13,38,1,0,0,2,5
594,2003,PHI,NL,ledeeri01,850000,2002,1,PHI,NL,96,203,33,46,13,1,8,23,1,2,35,50,0,1,1,1,3
150,2003,CHA,AL,leeca01,4200000,2002,1,CHA,AL,140,492,82,130,26,2,26,80,1,4,75,73,4,2,0,7,5
321,2003,FLO,NL,leede02,4250000,2002,1,FLO,NL,162,581,95,157,35,7,27,86,19,9,98,164,8,5,0,4,14
769,2003,TBA,AL,leetr01,500000,2002,1,PHI,NL,153,536,55,142,26,2,13,70,5,3,54,104,10,0,0,2,12
595,2003,PHI,NL,liebemi01,7250000,2002,1,PHI,NL,130,476,46,133,29,2,15,52,0,1,38,58,2,14,0,2,16
487,2003,MON,NL,liefeje01,320000,2002,1,CHA,AL,76,204,28,47,8,0,7,26,0,0,19,60,2,0,0,1,3
658,2003,SDN,NL,lockhke01,500000,2002,1,ATL,NL,128,296,34,64,13,3,5,32,0,1,27,50,9,1,5,2,4
407,2003,LAN,NL,loducpa01,2636667,2002,1,LAN,NL,149,580,74,163,38,1,10,64,3,1,34,31,2,10,4,4,20
622,2003,PIT,NL,loftoke01,1025000,2002,1,CHA,AL,93,352,68,91,20,6,8,42,22,8,49,51,0,0,4,1,0
574,2003,OAK,AL,longte01,2175000,2002,1,OAK,AL,162,587,71,141,32,4,16,67,3,6,48,96,6,2,0,3,17
209,2003,CIN,NL,lopezfe01,334000,2002,1,TOR,AL,85,282,35,64,15,3,8,34,5,4,23,90,1,1,2,1,4
70,2003,ATL,NL,lopezja01,7000000,2002,1,ATL,NL,109,347,31,81,15,0,11,52,0,1,26,63,8,8,0,4,15
659,2003,SDN,NL,loretma01,1250000,2002,1,MIL,NL,86,217,23,58,14,0,2,19,0,0,23,32,1,5,6,1,6
323,2003,FLO,NL,lowelmi01,3700000,2002,1,FLO,NL,160,597,88,165,44,0,24,92,4,3,65,92,5,4,0,11,16
356,2003,HOU,NL,lugoju01,1575000,2002,1,HOU,NL,88,322,45,84,15,1,8,35,9,3,28,74,3,2,4,2,6
687,2003,SEA,AL,mabryjo01,600000,2002,2,OAK,AL,89,193,27,53,13,1,11,40,1,1,14,37,1,1,0,3,7
489,2003,MON,NL,maciajo01,825000,2002,2,MON,NL,90,231,33,59,17,1,7,33,5,6,13,44,0,1,4,3,2
624,2003,PIT,NL,mackoro01,322000,2002,1,PIT,NL,136,385,57,94,22,0,16,48,9,3,42,120,5,7,3,2,0
740,2003,SLN,NL,marreel01,1500000,2002,1,SLN,NL,131,397,63,104,19,1,18,66,14,2,40,72,11,0,5,4,5
688,2003,SEA,AL,martied01,4000000,2002,1,SEA,AL,97,328,42,91,23,0,15,59,1,1,67,69,8,6,0,6,6
